"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Afghanistan","2005","Not applicable","Not applicable","Number","0.757956337486362"
"Afghanistan","1996","Not applicable","Not applicable","Number","0.632152143006301"
"Albania","2004","Not applicable","Not applicable","Number","6.69984258560325"
"Albania","2003","Not applicable","Not applicable","Number","6.09955762155776"
"Albania","2002","Not applicable","Not applicable","Number","5.81085474122165"
"Albania","2001","Not applicable","Not applicable","Number","5.18583773643369"
"Albania","2000","Not applicable","Not applicable","Number","5.19469387993634"
"Albania","1996","Not applicable","Not applicable","Number","1.60152054766878"
"Algeria","2004","Not applicable","Not applicable","Number","0.525246157384079"
"Algeria","2003","Not applicable","Not applicable","Number","0.501800743329986"
"Algeria","2002","Not applicable","Not applicable","Number","0.477494916509536"
"Algeria","2001","Not applicable","Not applicable","Number","0.452280878313959"
"Algeria","1998","Not applicable","Not applicable","Number","0.809541171290715"
"Algeria","1997","Not applicable","Not applicable","Number","0.616107219633393"
"Algeria","1996","Not applicable","Not applicable","Number","0.173853244009391"
"Andorra","1999","Not applicable","Not applicable","Number","30.3163511239787"
"Angola","2004","Not applicable","Not applicable","Number","0.0639569472530427"
"Angola","2003","Not applicable","Not applicable","Number","0.0658757188687822"
"Angola","2002","Not applicable","Not applicable","Number","0.0678557343659709"
"Angola","2001","Not applicable","Not applicable","Number","0.0698419177082017"
"Angola","2000","Not applicable","Not applicable","Number","0.0717874780527733"
"Angola","1998","Not applicable","Not applicable","Number","0.377156420118761"
"Angola","1997","Not applicable","Not applicable","Number","0.386022645014811"
"Angola","1996","Not applicable","Not applicable","Number","0.395444479595065"
"Anguilla","2004","Not applicable","Not applicable","Number","0"
"Anguilla","2003","Not applicable","Not applicable","Number","0"
"Anguilla","2002","Not applicable","Not applicable","Number","0"
"Anguilla","2001","Not applicable","Not applicable","Number","0"
"Anguilla","2000","Not applicable","Not applicable","Number","0"
"Antigua and Barbuda","2004","Not applicable","Not applicable","Number","24.6105382324711"
"Antigua and Barbuda","2003","Not applicable","Not applicable","Number","25.0686253619283"
"Antigua and Barbuda","2002","Not applicable","Not applicable","Number","25.5359354451552"
"Antigua and Barbuda","2001","Not applicable","Not applicable","Number","26.0125380433369"
"Argentina","2004","Not applicable","Not applicable","Number","4.79522199910251"
"Argentina","2003","Not applicable","Not applicable","Number","4.78882568048292"
"Argentina","2002","Not applicable","Not applicable","Number","3.26761148280118"
"Argentina","2001","Not applicable","Not applicable","Number","3.05839949447339"
"Argentina","2000","Not applicable","Not applicable","Number","2.95427284341335"
"Argentina","1999","Not applicable","Not applicable","Number","2.7941779740703"
"Argentina","1998","Not applicable","Not applicable","Number","2.76993225244298"
"Argentina","1997","Not applicable","Not applicable","Number","2.83003329968489"
"Argentina","1996","Not applicable","Not applicable","Number","5.13244442987574"
"Armenia","2004","Not applicable","Not applicable","Number","1.65186594777461"
"Armenia","2003","Not applicable","Not applicable","Number","2.30443570953575"
"Armenia","2002","Not applicable","Not applicable","Number","1.96711250178679"
"Armenia","2001","Not applicable","Not applicable","Number","1.95770380920219"
"Armenia","2000","Not applicable","Not applicable","Number","1.94678780012979"
"Armenia","1999","Not applicable","Not applicable","Number","2.25807107181924"
"Armenia","1998","Not applicable","Not applicable","Number","2.24437239652802"
"Armenia","1997","Not applicable","Not applicable","Number","2.54533155966146"
"Armenia","1996","Not applicable","Not applicable","Number","3.4612876997163"
"Aruba","2004","Not applicable","Not applicable","Number","90.8081929169609"
"Aruba","2003","Not applicable","Not applicable","Number","83.2431532506451"
"Aruba","2002","Not applicable","Not applicable","Number","85.1408016006471"
"Aruba","2001","Not applicable","Not applicable","Number","86.3576502083378"
"Aruba","2000","Not applicable","Not applicable","Number","87.8493383846703"
"Aruba","1996","Not applicable","Not applicable","Number","150.01500150015"
"Australia","2004","Not applicable","Not applicable","Number","2.44013052606774"
"Australia","2003","Not applicable","Not applicable","Number","2.46927354425868"
"Australia","2002","Not applicable","Not applicable","Number","2.55051603060538"
"Australia","2001","Not applicable","Not applicable","Number","2.633298472248"
"Australia","2000","Not applicable","Not applicable","Number","2.56025280667714"
"Australia","1999","Not applicable","Not applicable","Number","2.53698166095238"
"Australia","1998","Not applicable","Not applicable","Number","2.56554760330819"
"Australia","1997","Not applicable","Not applicable","Number","2.64835332146475"
"Australia","1996","Not applicable","Not applicable","Number","3.5536390931791"
"Austria","2004","Not applicable","Not applicable","Number","2.05976193271582"
"Austria","2003","Not applicable","Not applicable","Number","1.94834783756527"
"Austria","2002","Not applicable","Not applicable","Number","1.83559347918878"
"Austria","2001","Not applicable","Not applicable","Number","1.84338864973993"
"Austria","2000","Not applicable","Not applicable","Number","1.97253053970408"
"Austria","1999","Not applicable","Not applicable","Number","2.09952644563511"
"Austria","1998","Not applicable","Not applicable","Number","2.10084293233185"
"Austria","1997","Not applicable","Not applicable","Number","2.10175849187701"
"Austria","1996","Not applicable","Not applicable","Number","2.10507024743243"
"Azerbaijan","2003","Not applicable","Not applicable","Number","2.90340937685092"
"Azerbaijan","2002","Not applicable","Not applicable","Number","2.67348648765244"
"Azerbaijan","2001","Not applicable","Not applicable","Number","2.6864441053555"
"Azerbaijan","1999","Not applicable","Not applicable","Number","1.85418423248701"
"Azerbaijan","1998","Not applicable","Not applicable","Number","1.74353974934374"
"Azerbaijan","1996","Not applicable","Not applicable","Number","0.761254771164278"
"Bahamas","2004","Not applicable","Not applicable","Number","12.5261875608694"
"Bahamas","2003","Not applicable","Not applicable","Number","12.6830320056313"
"Bahamas","2002","Not applicable","Not applicable","Number","12.8453801590258"
"Bahamas","2001","Not applicable","Not applicable","Number","13.0151984980461"
"Bahamas","2000","Not applicable","Not applicable","Number","13.1947880587168"
"Bahamas","1996","Not applicable","Not applicable","Number","10.5185652676975"
"Bahrain","2004","Not applicable","Not applicable","Number","8.44839579044599"
"Bahrain","2003","Not applicable","Not applicable","Number","8.63070921414516"
"Bahrain","2002","Not applicable","Not applicable","Number","8.82364619531729"
"Bahrain","2001","Not applicable","Not applicable","Number","9.02410338012832"
"Bahrain","1996","Not applicable","Not applicable","Number","6.74541943861247"
"Bangladesh","2004","Not applicable","Not applicable","Number","0.132865420296904"
"Bangladesh","2003","Not applicable","Not applicable","Number","0.135371830035929"
"Bangladesh","2002","Not applicable","Not applicable","Number","0.137985110371703"
"Bangladesh","2001","Not applicable","Not applicable","Number","0.140679999285346"
"Bangladesh","1996","Not applicable","Not applicable","Number","0.286997906567459"
"Barbados","2004","Not applicable","Not applicable","Number","6.8751912162557"
"Barbados","2003","Not applicable","Not applicable","Number","6.90043024182558"
"Barbados","2002","Not applicable","Not applicable","Number","6.92688671076785"
"Barbados","2001","Not applicable","Not applicable","Number","6.95412710058102"
"Barbados","2000","Not applicable","Not applicable","Number","6.98233817558486"
"Barbados","1996","Not applicable","Not applicable","Number","7.10807833102321"
"Belarus","2004","Not applicable","Not applicable","Number","1.32008898212102"
"Belarus","2003","Not applicable","Not applicable","Number","2.12132718714136"
"Belarus","2002","Not applicable","Not applicable","Number","1.50746072461828"
"Belarus","2001","Not applicable","Not applicable","Number","1.39980304771119"
"Belarus","2000","Not applicable","Not applicable","Number","0.994808492401553"
"Belarus","1998","Not applicable","Not applicable","Number","1.97001363446436"
"Belarus","1997","Not applicable","Not applicable","Number","1.86312667368837"
"Belarus","1996","Not applicable","Not applicable","Number","0.781496430856957"
"Belgium","2004","Not applicable","Not applicable","Number","2.79931534538339"
"Belgium","2003","Not applicable","Not applicable","Number","2.81110117424543"
"Belgium","2002","Not applicable","Not applicable","Number","2.82344758332846"
"Belgium","2001","Not applicable","Not applicable","Number","2.73731467279851"
"Belgium","2000","Not applicable","Not applicable","Number","2.84506353026863"
"Belgium","1999","Not applicable","Not applicable","Number","2.75457106311293"
"Belgium","1998","Not applicable","Not applicable","Number","2.85904644688552"
"Belgium","1997","Not applicable","Not applicable","Number","2.96290941111879"
"Belgium","1996","Not applicable","Not applicable","Number","2.96839461204715"
"Belize","1996","Not applicable","Not applicable","Number","0"
"Benin","2004","Not applicable","Not applicable","Number","4.13419298607409"
"Benin","2003","Not applicable","Not applicable","Number","3.89369264496532"
"Benin","2002","Not applicable","Not applicable","Number","3.50391971819142"
"Benin","2001","Not applicable","Not applicable","Number","3.21712885190859"
"Benin","2000","Not applicable","Not applicable","Number","2.49058455264743"
"Benin","1999","Not applicable","Not applicable","Number","1.85475155246272"
"Benin","1996","Not applicable","Not applicable","Number","0.156007870909103"
"Bermuda","2004","Not applicable","Not applicable","Number","15.7927984838913"
"Bermuda","2003","Not applicable","Not applicable","Number","15.8624409124076"
"Bermuda","2002","Not applicable","Not applicable","Number","15.9352391879402"
"Bermuda","2001","Not applicable","Not applicable","Number","16.0115283003763"
"Bermuda","2000","Not applicable","Not applicable","Number","16.0950250277639"
"Bhutan","1996","Not applicable","Not applicable","Number","0"
"Bolivia","2004","Not applicable","Not applicable","Number","2.10899227687028"
"Bolivia","2003","Not applicable","Not applicable","Number","2.15047702673688"
"Bolivia","2002","Not applicable","Not applicable","Number","2.19365721335106"
"Bolivia","2001","Not applicable","Not applicable","Number","2.00277112838128"
"Bolivia","2000","Not applicable","Not applicable","Number","2.04409276429638"
"Bolivia","1998","Not applicable","Not applicable","Number","3.63428696605589"
"Bolivia","1996","Not applicable","Not applicable","Number","2.35367250713065"
"Bosnia and Herzegovina","2004","Not applicable","Not applicable","Number","1.79242444610884"
"Bosnia and Herzegovina","2003","Not applicable","Not applicable","Number","1.79642685565762"
"Bosnia and Herzegovina","2002","Not applicable","Not applicable","Number","1.80376481792798"
"Bosnia and Herzegovina","2001","Not applicable","Not applicable","Number","1.8199322621212"
"Bosnia and Herzegovina","1996","Not applicable","Not applicable","Number","0.881929096428364"
"Botswana","2004","Not applicable","Not applicable","Number","1.10186887980704"
"Botswana","2003","Not applicable","Not applicable","Number","0.557039446748422"
"Botswana","2002","Not applicable","Not applicable","Number","0.563332676111878"
"Botswana","2001","Not applicable","Not applicable","Number","0.570317918020221"
"Botswana","2000","Not applicable","Not applicable","Number","0.578411819961223"
"Botswana","1998","Not applicable","Not applicable","Number","0.59852750263801"
"Botswana","1997","Not applicable","Not applicable","Number","0.610584854809027"
"Botswana","1996","Not applicable","Not applicable","Number","0.623917892405359"
"Brazil","2004","Not applicable","Not applicable","Number","2.8863208482107"
"Brazil","2003","Not applicable","Not applicable","Number","2.90999523899475"
"Brazil","2002","Not applicable","Not applicable","Number","2.91777625615777"
"Brazil","2001","Not applicable","Not applicable","Number","2.7786930990291"
"Brazil","2000","Not applicable","Not applicable","Number","2.66994944511015"
"Brazil","1999","Not applicable","Not applicable","Number","2.70944767623608"
"Brazil","1998","Not applicable","Not applicable","Number","2.20005650833313"
"Brazil","1997","Not applicable","Not applicable","Number","2.40145109603639"
"Brazil","1996","Not applicable","Not applicable","Number","2.31604044264945"
"British Virgin Islands","2004","Not applicable","Not applicable","Number","46.0914454277286"
"British Virgin Islands","2003","Not applicable","Not applicable","Number","46.5397682319542"
"British Virgin Islands","2002","Not applicable","Not applicable","Number","47.6508148289336"
"British Virgin Islands","2001","Not applicable","Not applicable","Number","48.4331864193345"
"Brunei Darussalam","2004","Not applicable","Not applicable","Number","5.4690084961047"
"Brunei Darussalam","2003","Not applicable","Not applicable","Number","5.59340425769932"
"Brunei Darussalam","2002","Not applicable","Not applicable","Number","5.72324668337855"
"Brunei Darussalam","2001","Not applicable","Not applicable","Number","5.85795627621435"
"Brunei Darussalam","1996","Not applicable","Not applicable","Number","3.30426679971848"
"Bulgaria","2004","Not applicable","Not applicable","Number","7.44082077897953"
"Bulgaria","2003","Not applicable","Not applicable","Number","7.90415472969321"
"Bulgaria","2002","Not applicable","Not applicable","Number","7.47438029469581"
"Bulgaria","2001","Not applicable","Not applicable","Number","7.55102985979248"
"Bulgaria","2000","Not applicable","Not applicable","Number","7.24771787483416"
"Bulgaria","1999","Not applicable","Not applicable","Number","4.46489088860879"
"Bulgaria","1998","Not applicable","Not applicable","Number","4.06066435668187"
"Bulgaria","1997","Not applicable","Not applicable","Number","4.02646927694129"
"Bulgaria","1996","Not applicable","Not applicable","Number","2.05509988752559"
"Burkina Faso","2004","Not applicable","Not applicable","Number","0.370175657974276"
"Burkina Faso","2003","Not applicable","Not applicable","Number","0.382207185342202"
"Burkina Faso","2002","Not applicable","Not applicable","Number","0.394819993273847"
"Burkina Faso","2001","Not applicable","Not applicable","Number","0.407765485913741"
"Burkina Faso","1998","Not applicable","Not applicable","Number","0.357393383522682"
"Burkina Faso","1997","Not applicable","Not applicable","Number","0.367782374342325"
"Burkina Faso","1996","Not applicable","Not applicable","Number","0.378404063832603"
"Burundi","2004","Not applicable","Not applicable","Number","0.132173973728572"
"Burundi","2003","Not applicable","Not applicable","Number","0.137102989160501"
"Burundi","2002","Not applicable","Not applicable","Number","0.141861518190619"
"Burundi","2001","Not applicable","Not applicable","Number","0.146215739276282"
"Burundi","1998","Not applicable","Not applicable","Number","0.155119878969266"
"Burundi","1997","Not applicable","Not applicable","Number","0.15678554512531"
"Burundi","1996","Not applicable","Not applicable","Number","0.158359371573004"
"Cambodia","1996","Not applicable","Not applicable","Number","0.170941529706176"
"Cameroon","2004","Not applicable","Not applicable","Number","0.574401245577613"
"Cameroon","2003","Not applicable","Not applicable","Number","0.587581730415269"
"Cameroon","2002","Not applicable","Not applicable","Number","0.601417806393504"
"Cameroon","2001","Not applicable","Not applicable","Number","0.738911342215212"
"Cameroon","2000","Not applicable","Not applicable","Number","0.630486095953175"
"Cameroon","1998","Not applicable","Not applicable","Number","0.132189104445255"
"Cameroon","1997","Not applicable","Not applicable","Number","0.1353765169531"
"Cameroon","1996","Not applicable","Not applicable","Number","0.138719371889782"
"Canada","2004","Not applicable","Not applicable","Number","3.22327870658275"
"Canada","2003","Not applicable","Not applicable","Number","3.31940594899508"
"Canada","2002","Not applicable","Not applicable","Number","3.32181005941185"
"Canada","2001","Not applicable","Not applicable","Number","3.45251233837564"
"Canada","2000","Not applicable","Not applicable","Number","3.48658719680866"
"Canada","1999","Not applicable","Not applicable","Number","3.4866215535116"
"Canada","1998","Not applicable","Not applicable","Number","3.48520507212184"
"Canada","1997","Not applicable","Not applicable","Number","3.51657655578789"
"Canada","1996","Not applicable","Not applicable","Number","3.61658420854671"
"Cape Verde","1996","Not applicable","Not applicable","Number","0"
"Cayman Islands","2004","Not applicable","Not applicable","Number","45.2079566003617"
"Cayman Islands","2003","Not applicable","Not applicable","Number","45.3031916098489"
"Cayman Islands","2002","Not applicable","Not applicable","Number","46.504057479015"
"Cayman Islands","2001","Not applicable","Not applicable","Number","47.7304185957711"
"Cayman Islands","2000","Not applicable","Not applicable","Number","49.0172050389687"
"Central African Republic","1998","Not applicable","Not applicable","Number","0.808845970922527"
"Central African Republic","1997","Not applicable","Not applicable","Number","0.827564062423709"
"Central African Republic","1996","Not applicable","Not applicable","Number","0.847850656194015"
"Chad","1998","Not applicable","Not applicable","Number","0.253394183412538"
"Chad","1997","Not applicable","Not applicable","Number","0.262006411034872"
"Chad","1996","Not applicable","Not applicable","Number","0.135368462803115"
"Chile","2004","Not applicable","Not applicable","Number","3.65918409001642"
"Chile","2003","Not applicable","Not applicable","Number","3.38536153372927"
"Chile","2002","Not applicable","Not applicable","Number","2.97927067834127"
"Chile","2001","Not applicable","Not applicable","Number","3.26999859005355"
"Chile","2000","Not applicable","Not applicable","Number","3.43891672825356"
"Chile","1999","Not applicable","Not applicable","Number","3.35027917679305"
"Chile","1996","Not applicable","Not applicable","Number","3.55751370840018"
"China","2004","Not applicable","Not applicable","Number","0.737940463156539"
"China","2003","Not applicable","Not applicable","Number","0.798094804122605"
"China","2002","Not applicable","Not applicable","Number","0.781589063736339"
"China","2001","Not applicable","Not applicable","Number","0.762025034055798"
"China","2000","Not applicable","Not applicable","Number","0.715769611104441"
"China","1999","Not applicable","Not applicable","Number","0.639020528639266"
"China","1998","Not applicable","Not applicable","Number","0.592544122839227"
"China","1997","Not applicable","Not applicable","Number","0.560839302448796"
"China","1996","Not applicable","Not applicable","Number","0.0318190795723734"
"Colombia","2004","Not applicable","Not applicable","Number","0.518984170170487"
"Colombia","2003","Not applicable","Not applicable","Number","0.52662256820867"
"Colombia","2002","Not applicable","Not applicable","Number","0.534643641068247"
"Colombia","2001","Not applicable","Not applicable","Number","0.543035594472162"
"Colombia","2000","Not applicable","Not applicable","Number","0.575779904676758"
"Colombia","1999","Not applicable","Not applicable","Number","0.585304924843433"
"Colombia","1998","Not applicable","Not applicable","Number","0.570434244308554"
"Colombia","1997","Not applicable","Not applicable","Number","0.630792233918148"
"Colombia","1996","Not applicable","Not applicable","Number","0.950063604190561"
"Comoros","2004","Not applicable","Not applicable","Number","1.28596854006564"
"Comoros","2003","Not applicable","Not applicable","Number","2.63988764638177"
"Comoros","2002","Not applicable","Not applicable","Number","2.71057435715341"
"Comoros","2001","Not applicable","Not applicable","Number","2.78424728570693"
"Congo","1998","Not applicable","Not applicable","Number","1.97548489099768"
"Congo","1997","Not applicable","Not applicable","Number","2.03073242764923"
"Congo","1996","Not applicable","Not applicable","Number","2.08837007588441"
"Cook Islands","2004","Not applicable","Not applicable","Number","50.2967508298964"
"Cook Islands","2003","Not applicable","Not applicable","Number","50.5484506899864"
"Cook Islands","2002","Not applicable","Not applicable","Number","50.8026823816298"
"Cook Islands","2001","Not applicable","Not applicable","Number","51.0568773613806"
"Costa Rica","2004","Not applicable","Not applicable","Number","1.64588269511881"
"Costa Rica","2003","Not applicable","Not applicable","Number","1.67609590333428"
"Costa Rica","2002","Not applicable","Not applicable","Number","1.46450694200699"
"Costa Rica","2001","Not applicable","Not applicable","Number","1.4946070839892"
"Costa Rica","2000","Not applicable","Not applicable","Number","1.52718503908448"
"Costa Rica","1999","Not applicable","Not applicable","Number","1.56259440674541"
"Costa Rica","1998","Not applicable","Not applicable","Number","1.60089564775173"
"Costa Rica","1997","Not applicable","Not applicable","Number","1.64158866384532"
"Costa Rica","1996","Not applicable","Not applicable","Number","1.6837761711435"
"Côte d'Ivoire","2004","Not applicable","Not applicable","Number","1.14908691365104"
"Côte d'Ivoire","2003","Not applicable","Not applicable","Number","1.11221325265487"
"Côte d'Ivoire","2002","Not applicable","Not applicable","Number","1.13048945897714"
"Côte d'Ivoire","2001","Not applicable","Not applicable","Number","1.1504283418606"
"Côte d'Ivoire","1998","Not applicable","Not applicable","Number","0.737150725700318"
"Côte d'Ivoire","1997","Not applicable","Not applicable","Number","0.756823234473298"
"Côte d'Ivoire","1996","Not applicable","Not applicable","Number","0.778121152555645"
"Croatia","2004","Not applicable","Not applicable","Number","2.86351181088487"
"Croatia","2003","Not applicable","Not applicable","Number","2.65341140259327"
"Croatia","2002","Not applicable","Not applicable","Number","2.88524002200772"
"Croatia","2001","Not applicable","Not applicable","Number","3.11236228074797"
"Croatia","2000","Not applicable","Not applicable","Number","3.10727328335358"
"Croatia","1999","Not applicable","Not applicable","Number","2.42745817103385"
"Croatia","1998","Not applicable","Not applicable","Number","2.18700273025421"
"Croatia","1997","Not applicable","Not applicable","Number","2.3819438264022"
"Croatia","1996","Not applicable","Not applicable","Number","2.14884905495767"
"Cuba","2004","Not applicable","Not applicable","Number","0.177830431392619"
"Cuba","2003","Not applicable","Not applicable","Number","0.178137123901317"
"Cuba","2002","Not applicable","Not applicable","Number","0.178530015983792"
"Cuba","2001","Not applicable","Not applicable","Number","0.17898900032048"
"Cuba","2000","Not applicable","Not applicable","Number","0.179499940091895"
"Cuba","1999","Not applicable","Not applicable","Number","0.18006527906562"
"Cuba","1996","Not applicable","Not applicable","Number","1.54828057977097"
"Cyprus","2004","Not applicable","Not applicable","Number","10.6784129208796"
"Cyprus","2003","Not applicable","Not applicable","Number","9.58422272638276"
"Cyprus","2002","Not applicable","Not applicable","Number","9.78832057588885"
"Cyprus","2001","Not applicable","Not applicable","Number","11.3388487383405"
"Cyprus","2000","Not applicable","Not applicable","Number","11.4687283617352"
"Cyprus","1999","Not applicable","Not applicable","Number","11.5858577227707"
"Cyprus","1998","Not applicable","Not applicable","Number","10.2509731102331"
"Cyprus","1997","Not applicable","Not applicable","Number","11.8480780195938"
"Cyprus","1996","Not applicable","Not applicable","Number","13.507165551325"
"Czech Republic","2004","Not applicable","Not applicable","Number","7.94545221443186"
